sku,slug,model,category,parameter,value,unit,notes,url,updated
КОН-BX_5U_US-456,bx-5u-us,BX 5U US,Контроллеры BX-5x,Количество рядов и тип хаба:,4 разъема T12; 2 разъема T08,,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-433,bx-5u-us,BX 5U US,Контроллеры BX-5x,Максимальная мощность:,≤2 Вт,W,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-433,bx-5u-us,BX 5U US,Контроллеры BX-5x,Максимальная мощность:,≤1.8 Вт,W,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-433,bx-5u-us,BX 5U US,Контроллеры BX-5x,Максимальная мощность:,≤ 1.8 Вт,W,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-224,bx-5u-us,BX 5U US,Контроллеры BX-5x,Напряжение:,5V,V,4.5V~6V,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-232,bx-5u-us,BX 5U US,Контроллеры BX-5x,Память:,2 Mb,,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-920,bx-5u-us,BX 5U US,Контроллеры BX-5x,Площадь управления:,Один цвет 512*256,,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-920,bx-5u-us,BX 5U US,Контроллеры BX-5x,Площадь управления:,Один цвет 3200*32 2048*64 1344*96 1024*128; Два цвета 2048*32 1024*64 672*96 512*128,,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-920,bx-5u-us,BX 5U US,Контроллеры BX-5x,Площадь управления:,Один цвет 1024*16 512*32; Два цвета 512*16 256*32,,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-920,bx-5u-us,BX 5U US,Контроллеры BX-5x,Площадь управления:,Один цвет 2048*16 1024*32 672*48 512*64; Два цвета 1024*16 512*32 336*48 256*64,,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-920,bx-5u-us,BX 5U US,Контроллеры BX-5x,Площадь управления:,Один цвет 2048*64 1024*128 672*192 512*256; Два цвета 1024*64 512*128 336*192 256*256,,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-558,bx-5u-us,BX 5U US,Контроллеры BX-5x,Поддержка датчиков:,"Температура, Температура и влажность, ИК",,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-942,bx-5u-us,BX 5U US,Контроллеры BX-5x,Режим соединения:,USB,,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-942,bx-5u-us,BX 5U US,Контроллеры BX-5x,Режим соединения:,Ethernet,,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
КОН-BX_5U_US-495,bx-5u-us,BX 5U US,Контроллеры BX-5x,Тип поддерживаемых модулей:,Все монохромные и двухцветные,,,http://onbon.ru/product/controllers-bx5/bx-5u-us,2026-03-28 15:51:57
